
362'	iš8		U+12039	CUNEIFORM SIGN ASH ZIDA TENU
363	ilimmu		U+12448	CUNEIFORM NUMERIC SIGN NINE VARIANT FORM ILIMMU4
363	:.		U+12473	CUNEIFORM PUNCTUATION SIGN DIAGONAL TRICOLON
364	(šušur)		U+1203C	CUNEIFORM SIGN ASH OVER ASH OVER ASH
364	(zubur)		U+1236D	CUNEIFORM SIGN ZUBUR
365	(šušur2)		U+1203D	CUNEIFORM SIGN ASH OVER ASH OVER ASH CROSSING ASH OVER ASH OVER ASH
366	kur		U+121B3	CUNEIFORM SIGN KUR
367	še		U+122BA	CUNEIFORM SIGN SHE
369	(karadin2)		U+122BC	CUNEIFORM SIGN SHE OVER SHE GAD OVER GAD GAR OVER GAR
370	(karadin3)		U+122BD	CUNEIFORM SIGN SHE OVER SHE TAB OVER TAB GAR OVER GAR
371	gid2		U+1204D	CUNEIFORM SIGN BU
372	uz		U+122BB	CUNEIFORM SIGN SHE HU
373	sud		U+122E4	CUNEIFORM SIGN SUD
374	muš		U+12232	CUNEIFORM SIGN MUSH
375	tir		U+12301	CUNEIFORM SIGN TIR
375	ninni5		U+12303	CUNEIFORM SIGN TIR OVER TIR
375	(karadin)		U+12304	CUNEIFORM SIGN TIR OVER TIR GAD OVER GAD GAR OVER GAR
376	te		U+122FC	CUNEIFORM SIGN TE
376*	kar			(U+122FC TE plus U+12000 A)
377	dilim2		U+121FA	CUNEIFORM SIGN LISH
378	—		U+12471	CUNEIFORM PUNCTUATION SIGN VERTICAL COLON
381	utu		U+12313	CUNEIFORM SIGN UD
383	pi		U+1227F	CUNEIFORM SIGN PI
384	ša3		U+122AE	CUNEIFORM SIGN SHA3
388	(bir6)		U+122B6	CUNEIFORM SIGN SHA3 TIMES U PLUS A
390	peš4		U+122AF	CUNEIFORM SIGN SHA3 TIMES A
392	uh2		U+12314	CUNEIFORM SIGN UD KUSHU2
393	erin2		U+1209F	CUNEIFORM SIGN ERIN2
394	nunuz		U+1226D	CUNEIFORM SIGN NUNUZ
394b	(lahtan)		U+12274	CUNEIFORM SIGN NUNUZ AB2 TIMES LA
394c	usan3		U+1226E	CUNEIFORM SIGN NUNUZ AB2 TIMES ASHGAB
394d	mud3		U+1226F	CUNEIFORM SIGN NUNUZ AB2 TIMES BI
395	zib		U+12366	CUNEIFORM SIGN ZIB
396	dug3		U+1212D	CUNEIFORM SIGN HI
396	šar2		U+122B9	CUNEIFORM SIGN SHAR2
397	aʾ		U+1202A	CUNEIFORM SIGN ALEPH
398	uh		U+12134	CUNEIFORM SIGN HI TIMES NUN
399	im		U+1214E	CUNEIFORM SIGN IM
399	(kid7)		U+1214F	CUNEIFORM SIGN IM TIMES TAK4
399	ni2		U+1224E	CUNEIFORM SIGN NI2
400	ellag2		U+12135	CUNEIFORM SIGN HI TIMES SHE
401	har		U+1212F	CUNEIFORM SIGN HI TIMES ASH2
402	huš			(U+1212D HI plus U+1210A GIR3)
403	suhur		U+122E6	CUNEIFORM SIGN SUHUR
404	(kisim5)		U+121A8	CUNEIFORM SIGN KISIM5
405	sur3		U+1212E	CUNEIFORM SIGN HI TIMES ASH
406	kam		U+12130	CUNEIFORM SIGN HI TIMES BAD
411	u		U+1230B	CUNEIFORM SIGN U
412	ugu			(U+1230B U plus U+12157 KA)
415	udun			(U+1230B U plus U+1222C MU)
416	gakkul			(U+1230B U plus U+12075 DIM TIMES SHE)
417	u-gur			(U+1230B U plus U+12125 GUR)
418	ugun			(U+1230B U plus U+1206F DAR)
419	sagšu			(U+1230B U plus U+12295 SAG)
420	ab2		U+12016	CUNEIFORM SIGN AB2
421	alim		U+1210B	CUNEIFORM SIGN GIR3 TIMES A PLUS IGI
422	lilis		U+12017	CUNEIFORM SIGN AB2 TIMES BALAG
423	šem3		U+12018	CUNEIFORM SIGN AB2 TIMES GAN2 TENU
424	ub3		U+1201A	CUNEIFORM SIGN AB2 TIMES SHA3
425	kiš		U+121A7	CUNEIFORM SIGN KISH
426	(meze)		U+12019	CUNEIFORM SIGN AB2 TIMES ME PLUS EN
427	ge6		U+1222A	CUNEIFORM SIGN MI
428	šakan			(U+1230B U plus U+120F6 GAN)
429	gul		U+12122	CUNEIFORM SIGN GUL
430	gir4			(U+1230B U plus U+1201C AD)
431	na2		U+1223F	CUNEIFORM SIGN NA2
433	nim		U+1224F	CUNEIFORM SIGN NIM
434	tum3		U+12250	CUNEIFORM SIGN NIM TIMES GAN2 TENU
434a	kir7		U+12251	CUNEIFORM SIGN NIM TIMES GAR PLUS GAN2 TENU
435	lam		U+121F4	CUNEIFORM SIGN LAM
436	iš11		U+121F5	CUNEIFORM SIGN LAM TIMES KUR
436	aratta2		U+121F6	CUNEIFORM SIGN LAM TIMES KUR PLUS RU
437	amar		U+1202B	CUNEIFORM SIGN AMAR
438	siskur		U+1202C	CUNEIFORM SIGN AMAR TIMES SHE
439	ban		U+1227C	CUNEIFORM SIGN PAN
440	dim2		U+12076	CUNEIFORM SIGN DIM2
441	ul		U+1230C	CUNEIFORM SIGN U GUD
444	gir3		U+1210A	CUNEIFORM SIGN GIR3
444	pirig		U+1228A	CUNEIFORM SIGN PIRIG
444	(nib)		U+1228B	CUNEIFORM SIGN PIRIG TIMES KAL
444	(tidnum)		U+1228E	CUNEIFORM SIGN PIRIG OPPOSING PIRIG
445	dugud		U+12082	CUNEIFORM SIGN DUGUD
446'	gig			(U+1222A MI plus U+1226D NUNUZ)
447a	nigin3			(U+1230B U plus U+12313 UD plus U+121A4 KID)
449	igi		U+12146	CUNEIFORM SIGN IGI
450	pad			(U+12146 IGI plus U+12292 RU)
451	ar		U+12148	CUNEIFORM SIGN IGI RI
452	agrig			(U+12146 IGI plus U+1207E DUB)
454	sig5			(U+12146 IGI plus U+1209F ERIN2)
455	u3		U+12147	CUNEIFORM SIGN IGI DIB
456	hul			(U+12146 IGI plus U+12328 UR)
457	di		U+12072	CUNEIFORM SIGN DI
458	lagar		U+121EC	CUNEIFORM SIGN LAGAR
459	du6		U+121EF	CUNEIFORM SIGN LAGAR GUNU
460	su7		U+121ED	CUNEIFORM SIGN LAGAR TIMES SHE
461	ki		U+121A0	CUNEIFORM SIGN KI
462	habrud		U+121A2	CUNEIFORM SIGN KI TIMES U
462	(habrud2)		U+121A1	CUNEIFORM SIGN KI TIMES BAD
463	kislah2		U+121A3	CUNEIFORM SIGN KI TIMES UD
464	kimin			(U+121A0 KI plus U+1222B MIN)
465	tin		U+12077	CUNEIFORM SIGN DIN
466	(kiš4)		U+12294	CUNEIFORM SIGN SAG NUTILLU
467	šah2		U+12084	CUNEIFORM SIGN DUN
468	ku3		U+121AC	CUNEIFORM SIGN KU3
469	pad		U+1227B	CUNEIFORM SIGN PAD
470	uia			(U+1230B U plus U+1240A FIVE)
471	niš			(U+1230B U plus U+1230B U)
472	eš		U+1230D	CUNEIFORM SIGN U U U
473	nimin		U+1240F	CUNEIFORM NUMERIC SIGN FOUR U
475	ninnu		U+12410	CUNEIFORM NUMERIC SIGN FIVE U
480	diš		U+12079	CUNEIFORM SIGN DISH
480	giš2		U+12415	CUNEIFORM NUMERIC SIGN ONE GESH2
480	—		U+12470	CUNEIFORM PUNCTUATION SIGN OLD ASSYRIAN WORD DIVIDER
481	la2		U+121F2	CUNEIFORM SIGN LAL
482	lal2		U+121F3	CUNEIFORM SIGN LAL TIMES LAL
483	lugud2		U+121B8	CUNEIFORM SIGN LAGAB
484	engur		U+121C9	CUNEIFORM SIGN LAGAB TIMES HAL
485	(bara5)		U+121C3	CUNEIFORM SIGN LAGAB TIMES EN
486	gigir		U+121C0	CUNEIFORM SIGN LAGAB TIMES BAD
487	esir2		U+121D2	CUNEIFORM SIGN LAGAB TIMES KUL
489	(sidug)		U+121C2	CUNEIFORM SIGN LAGAB TIMES DAR
490	(bara7)		U+121E3	CUNEIFORM SIGN LAGAB TIMES TAK4
491	zar		U+121E1	CUNEIFORM SIGN LAGAB TIMES SUM
492	(šerimsur)		U+121DC	CUNEIFORM SIGN LAGAB TIMES SHE PLUS SUM
493	ganam3		U+121C6	CUNEIFORM SIGN LAGAB TIMES GUD
494	lahar		U+121C7	CUNEIFORM SIGN LAGAB TIMES GUD PLUS GUD
495	(udub)		U+121DB	CUNEIFORM SIGN LAGAB TIMES NE
496	(kunin3?)		U+121C1	CUNEIFORM SIGN LAGAB TIMES BI
497	(muššagana2)		U+121DE	CUNEIFORM SIGN LAGAB TIMES SHITA PLUS GISH TENU
498	(gala4)		U+121BD	CUNEIFORM SIGN LAGAB TIMES AL
499	(ugra)		U+121E8	CUNEIFORM SIGN LAGAB TIMES U2 PLUS ASH
500	agar2		U+121CB	CUNEIFORM SIGN LAGAB TIMES IGI GUNU
502	(bara9)		U+121D7	CUNEIFORM SIGN LAGAB TIMES LUL
503	(gigir3)		U+121D5	CUNEIFORM SIGN LAGAB TIMES LISH
507	(muššagana)		U+121DA	CUNEIFORM SIGN LAGAB TIMES MUSH
508	(šedur)		U+121E4	CUNEIFORM SIGN LAGAB TIMES TE PLUS A PLUS SU PLUS NA
509	(umun6)		U+121CA	CUNEIFORM SIGN LAGAB TIMES HI TIMES NUN
510	dilim5		U+121CC	CUNEIFORM SIGN LAGAB TIMES IM
511	pu2		U+121E5	CUNEIFORM SIGN LAGAB TIMES U
512	umah		U+121E6	CUNEIFORM SIGN LAGAB TIMES U PLUS A
513	garin		U+121D1	CUNEIFORM SIGN LAGAB TIMES KU3
514	(gala5)		U+121CF	CUNEIFORM SIGN LAGAB TIMES KI
515	bul		U+121E7	CUNEIFORM SIGN LAGAB TIMES U PLUS U PLUS U
516	(bugin3)		U+121D8	CUNEIFORM SIGN LAGAB TIMES ME
517	men4		U+121D9	CUNEIFORM SIGN LAGAB TIMES ME PLUS EN
518	(elamkuš2)		U+121D6	CUNEIFORM SIGN LAGAB TIMES LU
519	(gukin)		U+121D0	CUNEIFORM SIGN LAGAB TIMES KIN
520	(šuš5)		U+121DF	CUNEIFORM SIGN LAGAB TIMES SHU2
521	(šuš6)		U+121E0	CUNEIFORM SIGN LAGAB TIMES SHU2 PLUS SHU2
522	ambar		U+121B9	CUNEIFORM SIGN LAGAB TIMES A
524	(edakua2)		U+121BA	CUNEIFORM SIGN LAGAB TIMES A PLUS DA PLUS HA
525	ablil		U+121BC	CUNEIFORM SIGN LAGAB TIMES A PLUS LAL
526	elamkuš		U+121BB	CUNEIFORM SIGN LAGAB TIMES A PLUS GAR
527	(elamkuš3)		U+121C8	CUNEIFORM SIGN LAGAB TIMES HA
528	nindu		U+121C5	CUNEIFORM SIGN LAGAB TIMES GAR
529	nigin			(U+121B8 LAGAB plus U+121B8 LAGAB)
532	(dinig2)		U+1220B	CUNEIFORM SIGN LU2 TIMES ME PLUS EN
532	me		U+12228	CUNEIFORM SIGN ME
533	meš			(U+12228 ME plus U+1230D U U U)
535	uraš		U+12141	CUNEIFORM SIGN IB
536	dur2		U+12089	CUNEIFORM SIGN DUR2
536	eš2		U+120A0	CUNEIFORM SIGN ESH2
536	ku		U+121AA	CUNEIFORM SIGN KU
536	nam2		U+12247	CUNEIFORM SIGN NAM2
536	tug2		U+12306	CUNEIFORM SIGN TUG2
536	zid2		U+12365	CUNEIFORM SIGN ZI3
537	dib		U+12073	CUNEIFORM SIGN DIB
537	udu		U+121FB	CUNEIFORM SIGN LU
537	(ad6)		U+121FC	CUNEIFORM SIGN LU TIMES BAD
538	kin		U+121A5	CUNEIFORM SIGN KIN
539	sig2		U+122E0	CUNEIFORM SIGN SIK2
540	dara4		U+12071	CUNEIFORM SIGN DARA4
541	erin		U+1209E	CUNEIFORM SIGN EREN
542	gur7		U+12126	CUNEIFORM SIGN GUR7
543	munšub		U+12230	CUNEIFORM SIGN MUNSUB
544	šeš2		U+122C1	CUNEIFORM SIGN SHESH2
545	šu2		U+122D9	CUNEIFORM SIGN SHU2
546	en2			(U+122D9 SHU2 plus U+1202D AN)
546	keš3			(U+122D9 SHU2 plus U+1202D AN plus U+12132 HI TIMES GAD)
547	šuhub			(U+122D9 SHU2 plus U+1202F AN THREE TIMES)
548	kibir			(U+122D9 SHU2 plus U+1203E ASH2)
549	šudun			(U+122D9 SHU2 plus U+12088 DUN4)
550	hul2		U+1213E	CUNEIFORM SIGN HUL2
551	šeg9		U+122BE	CUNEIFORM SIGN SHEG9
554	munus		U+122A9	CUNEIFORM SIGN SAL
555	zum		U+1236E	CUNEIFORM SIGN ZUM
556	nin9			(U+122A9 SAL plus U+121AA KU)
556	nin			(U+122A9 SAL plus U+12306 TUG2)
557	dam		U+1206E	CUNEIFORM SIGN DAM
558	geme2			(U+122A9 SAL plus U+121B3 KUR)
559	gu		U+12116	CUNEIFORM SIGN GU
560	nagar		U+12244	CUNEIFORM SIGN NAGAR
561	tuhul			(U+12244 NAGAR plus U+1235E ZA TENU)
562	kušu2		U+121B5	CUNEIFORM SIGN KUSHU2
563	nig			(U+122A9 SAL plus U+12328 UR)
564	sikil		U+12096	CUNEIFORM SIGN EL
565	hum		U+1221D	CUNEIFORM SIGN LUM
566	(gumgum)		U+1221E	CUNEIFORM SIGN LUM OVER LUM
566b	(lugud3)		U+1221F	CUNEIFORM SIGN LUM OVER LUM GAR OVER GAR
567	sig4		U+122DE	CUNEIFORM SIGN SIG4
567	(mur7)		U+12231	CUNEIFORM SIGN MURGU2
568	guhšu2		U+122DF	CUNEIFORM SIGN SIG4 OVER SIG4 SHU2
569	suh3		U+12117	CUNEIFORM SIGN GU CROSSING GU
570	min		U+1222B	CUNEIFORM SIGN MIN
570	—		U+12416	CUNEIFORM NUMERIC SIGN TWO GESH2
571	šušana		U+1245A	CUNEIFORM NUMERIC SIGN ONE THIRD DISH
572	šanabi		U+1245B	CUNEIFORM NUMERIC SIGN TWO THIRDS DISH
573	kingusila		U+1245C	CUNEIFORM NUMERIC SIGN FIVE SIXTHS DISH
574	tug		U+12307	CUNEIFORM SIGN TUK
575	ur		U+12328	CUNEIFORM SIGN UR
576	gidim		U+12107	CUNEIFORM SIGN GIDIM
577	udug		U+1231C	CUNEIFORM SIGN UDUG
578	—			(U+1222B MIN plus U+1230D U U U)
579	a		U+12000	CUNEIFORM SIGN A
579	e4			(U+12000 A plus U+12000 A)
579	am3			(U+12000 A plus U+1202D AN)
579	er2			(U+12000 A plus U+12146 IGI)
579	id2			(U+12000 A plus U+121C9 LAGAB TIMES HAL)
579	esir			(U+12000 A plus U+121D2 LAGAB TIMES KUL)
579	(ildag2)		U+1211F	CUNEIFORM SIGN GUD TIMES A PLUS KUR
580	agam		U+12002	CUNEIFORM SIGN A TIMES BAD
581	ir6		U+12005	CUNEIFORM SIGN A TIMES IGI
582	(šedu3)		U+12006	CUNEIFORM SIGN A TIMES LAGAR GUNU
583	eduru		U+12001	CUNEIFORM SIGN A TIMES A
584	zah3		U+12004	CUNEIFORM SIGN A TIMES HA
585	(esag)		U+12008	CUNEIFORM SIGN A TIMES SAG
586	za		U+1235D	CUNEIFORM SIGN ZA
586	limmu		U+12409	CUNEIFORM NUMERIC SIGN FOUR DISH
586	4(GEŠ)		U+12418	CUNEIFORM NUMERIC SIGN FOUR GESH2
589	ku6		U+12129	CUNEIFORM SIGN HA
590	(zubud)		U+1212A	CUNEIFORM SIGN HA TENU
591	gug			(U+1235D ZA plus U+12122 GUL)
592	sig		U+122DD	CUNEIFORM SIGN SIG
593	eš5		U+12408	CUNEIFORM NUMERIC SIGN THREE DISH
593	3(GEŠ)		U+12417	CUNEIFORM NUMERIC SIGN THREE GESH2
594	ur4		U+12334	CUNEIFORM SIGN UR4
595	aga2		U+12085	CUNEIFORM SIGN DUN3
595	gin2		U+12086	CUNEIFORM SIGN DUN3 GUNU
596	peš2		U+1227E	CUNEIFORM SIGN PESH2
597	ninda		U+120FB	CUNEIFORM SIGN GAR
597	limmu		U+1243C	CUNEIFORM NUMERIC SIGN FOUR VARIANT FORM LIMMU
598	imin		U+12153	CUNEIFORM SIGN IMIN
598a	ia2		U+1240A	CUNEIFORM NUMERIC SIGN FIVE DISH
598a	gešia		U+12419	CUNEIFORM NUMERIC SIGN FIVE GESH2
598b	aš3		U+1240B	CUNEIFORM NUMERIC SIGN SIX DISH
598b	gešaš		U+1241A	CUNEIFORM NUMERIC SIGN SIX GESH2
598c	imin		U+12442	CUNEIFORM NUMERIC SIGN SEVEN VARIANT FORM IMIN A
598d	ussu		U+1240D	CUNEIFORM NUMERIC SIGN EIGHT DISH
598d	gešussu		U+1241C	CUNEIFORM NUMERIC SIGN EIGHT GESH2
598e	ilimmu		U+12446	CUNEIFORM NUMERIC SIGN NINE VARIANT FORM ILIMMU
